Tanggal;IR Med
2023-07-01;11500
2023-07-02;11500
2023-07-03;11500
2023-07-04;11500
2023-07-05;11500
2023-07-06;11500
2023-07-07;11500
2023-07-08;11500
2023-07-09;11500
2023-07-10;11500
2023-07-11;11500
2023-07-12;11500
2023-07-13;11500
2023-07-14;11500
2023-07-15;11500
2023-07-16;11500
2023-07-17;11500
2023-07-18;11500
2023-07-19;11500
2023-07-20;11500
2023-07-21;11500
2023-07-22;11500
2023-07-23;11500
2023-07-24;11500
2023-07-25;11500
2023-07-26;11500
2023-07-27;11500
2023-07-28;11500
2023-07-29;11500
2023-07-30;11500
2023-07-31;11500
2023-08-01;11370
2023-08-02;11500
2023-08-03;11500
2023-08-04;11500
2023-08-05;11370
2023-08-06;11370
2023-08-07;11500
2023-08-08;11333
2023-08-09;11333
2023-08-10;11333
2023-08-11;11333
2023-08-12;11370
2023-08-13;11370
2023-08-14;11333
2023-08-15;11333
2023-08-16;11333
2023-08-17;11370
2023-08-18;11333
2023-08-19;11370
2023-08-20;11370
2023-08-21;11333
2023-08-22;11333
2023-08-23;11333
2023-08-24;11333
2023-08-25;11333
2023-08-26;11370
2023-08-27;11370
2023-08-28;11370
2023-08-29;11333
2023-08-30;11370
2023-08-31;11370
